COMUNE;TITOLARE;DITTA;INDIRIZZO;N. CIVICO;ZONA;AREA QSV;SUP.ALIM.;SUP.NON ALIM.;SUP.TOTALE DI VENDITA;QUOTIDIANI E PERIODICI;MERCEOLOGIA (MGSV);IN AFFITTO (MGSV);CENTRO COMMERCIALE;POLO COMMERCIALE;CODICE ATECO
AMELIA;CELLENO INFORMATICA DI CHIAVARINO S.A.S.;3-s.a.s.;VIA ROMA;34.0;2-resto del capoluogo;0.0;20.0;20.0;;;;;;;
AMELIA;CENTIONI   FEDERICO;1-Individuale;PIAZZA XXI  SETTEMBRE;12.0;2-resto del capoluogo;30.0;93.0;123.0;;;;;;;
AMELIA;CERBELLA FERNANDO E GIUSEPPE S.N.C.;2-s.n.c.;VIA I MAGGIO;189/189;2-resto del capoluogo;0.0;15.0;15.0;;;;;;;
AMELIA;CHIAPPAFREDDO ELISABETTA;1-Individuale;VIA I MAGGIO;18/20;2-resto del capoluogo;0.0;69.0;69.0;;;;;;;
AMELIA;CHIAPPARICCI PIETRO & C. S.N.C.;2-s.n.c.;VIA EUROPA;8.0;2-resto del capoluogo;0.0;73.0;73.0;;;;;;;
AMELIA;CHIERUZZI  LUCIANO;1-Individuale;VIA RIMEMBRANZE;109.0;2-resto del capoluogo;0.0;52.0;52.0;;;;;;;
AMELIA;CINTI WANDA;1-Individuale;VIA DELLA REPUBBLICA;16.0;1-centro storico;0.0;23.0;23.0;;;;;;;
AMELIA;CIUCHI ANNA RITA;1-Individuale;PIAZZA XXI SETTEMBRE;SNC;2-resto del capoluogo;0.0;3.0;3.0;1.0;;;;;;
AMELIA;COHIBA ORO S.R.L.;4-s.r.l.;VIA RIMEMBRANZE;2.0;2-resto del capoluogo;0.0;36.0;36.0;;;;;;;
AMELIA;CONFEZIONI LIDIO DI PEROTTI LIDIO & C.  S.N.C.;2-s.n.c.;VIA I MAGGIO;224/E;2-resto del capoluogo;0.0;186.0;186.0;;;;;;;
AMELIA;CONFEZIONI LIDIO DI PEROTTI LIDIO &C. S.N.C.;2-s.n.c.;VIA DELLA REPUBBLICA;10.0;1-centro storico;0.0;38.0;38.0;;;;;;;
AMELIA;CONFEZIONI LIDIO DI PEROTTI LIDIO &C. S.N.C.;2-s.n.c.;VIA FARRATTINI;10.0;1-centro storico;0.0;38.0;38.0;;;;;;;
AMELIA;CONTI  ROMEO (SUPERCONTI) S.R.L.;4-s.r.l.;VIA  NOCICCHIA;32.0;2-resto del capoluogo;270.0;61.0;331.0;01-Alimentare;;;;;;
AMELIA;COOP DUE CC;6-cooperativa;VIA SAN BIAGIO;4.0;3-resto del territorio;35.0;0.0;35.0;;;;;;;
AMELIA;CROCIONE IRINA;1-Individuale;VIA FARRATTINI;11.0;1-centro storico;0.0;35.0;35.0;;;;;;;
AMELIA;CUCCO  FEDERICA;1-Individuale;VIA RIMEMBRANZE;3.0;2-resto del capoluogo;0.0;5.0;5.0;;;;;;;
AMELIA;D'AMICO ANTONELLA;1-Individuale;VIA DELLA REPUBBLICA;46.0;1-centro storico;0.0;42.0;42.0;;;;;;;
AMELIA;DE REBOTTI  FABIO;1-Individuale;VIA RIMEMBRANZE;153/A;2-resto del capoluogo;0.0;60.0;60.0;;;;;;;
AMELIA;DE.PI DI  ERASMO  ERMANNO;1-Individuale;VIA ORTANA;105/B;2-resto del capoluogo;0.0;21.0;21.0;;;;;;;
AMELIA;DELLA ROSA FABIO;1-Individuale;VIA I MAGGIO;10.0;2-resto del capoluogo;0.0;34.0;34.0;;;;;;;
AMELIA;DI  FELICE  FABRIZIA;1-Individuale;VIA RIMEMBRANZE;11.0;2-resto del capoluogo;87.0;6.0;93.0;;;;;;;
AMELIA;DI NUNZIO CARLA MARIA S.A.S.;3-s.a.s.;VIA RIMEMBRANZE;13/15;2-resto del capoluogo;0.0;80.0;80.0;;;;;;;
AMELIA;DITTA CONTI DI CONTI RODOLFO;1-Individuale;PIAZZA XXI SETTEMBRE;67.0;2-resto del capoluogo;0.0;466.0;466.0;02-Abbigliamento;;;;;;
AMELIA;F.LLI INNOCENZI S.R.L.;4-s.r.l.;VOC. FORNACI;SNC;3-resto del territorio;0.0;190.0;190.0;;;;;;;
AMELIA;F.LLI PANTALEONI   S.N.C.;2-s.n.c.;VOC. STIBI;SNC;2-resto del capoluogo;0.0;30.0;30.0;;;;;;;
AMELIA;F.LLI SUCCHIARELLI  S.N.C.;2-s.n.c.;VIA EUROPA;64 /I/L/M;2-resto del capoluogo;78.0;0.0;78.0;;;;;;;
AMELIA;FALASCA ITALO;1-Individuale;STR. AMERINA;1.0;2-resto del capoluogo;0.0;643.0;643.0;08-Auto-moto-cicli;;;;;;
AMELIA;FAMO CAMPER DI FANELLI E MONTI S.N.C.;2-s.n.c.;LOC. FORNACI LOTTO;5.0;3-resto del territorio;0.0;25.0;25.0;;;;;;;
AMELIA;FANELLI EMANUELA S.N.C.;2-s.n.c.;LOC. FORNACI;SNC;3-resto del territorio;0.0;20.0;20.0;;;;;;;
AMELIA;FANELLI FEDERICO;1-Individuale;VIA CINQUE FONTI;5.0;2-resto del capoluogo;0.0;212.0;212.0;;;;;;;
AMELIA;FANTAUZZI   ROBERTO;1-Individuale;VIA I MAGGIO;SNC;2-resto del capoluogo;0.0;120.0;120.0;;;;;;;
AMELIA;FARMACIA BONANNI S.N.C.;2-s.n.c.;VIA DELLA REPUBBLICA;11.0;2-resto del capoluogo;0.0;32.0;32.0;;;;;;;
AMELIA;FARMACIA BONANNI S.N.C.;2-s.n.c.;VIA RIMEMBRANZE;38.0;2-resto del capoluogo;0.0;39.0;39.0;;;;;;;
AMELIA;FEDERICI   ISABELLA;1-Individuale;VIA I MAGGIO;66.0;2-resto del capoluogo;0.0;30.0;30.0;;;;;;;
AMELIA;FILIPPI PALMERINO & C. S.N.C.;2-s.n.c.;VIA DEL COLLE;79.0;3-resto del territorio;70.0;0.0;70.0;;;;;;;
AMELIA;FIORUCCI  DANIELA S.R.L.;4-s.r.l.;VIA RIMEMBRANZE;34.0;2-resto del capoluogo;0.0;66.0;66.0;;;;;;;
AMELIA;G.E.E.C (EUROSPIN) S.R.L.;4-s.r.l.;VIA ROMA;58.0;2-resto del capoluogo;335.0;0.0;335.0;01-Alimentare;;;;;;
AMELIA;GALLERIA  PEROTTI  S.R.L.;4-s.r.l.;VIA EUROPA;35L;2-resto del capoluogo;0.0;45.0;45.0;;;;;;;
AMELIA;GALLETTI PAOLA;1-Individuale;VIA RIMEMBRANZE;38/A;2-resto del capoluogo;0.0;5.0;5.0;;;;;;;
AMELIA;GALLI MASSIMILIANO;1-Individuale;STR. RIVETTA;2.0;2-resto del capoluogo;214.0;0.0;214.0;;;;;;;
AMELIA;GIACHINO SIMONA;1-Individuale;VIALE  EUROPA;64.0;2-resto del capoluogo;0.0;50.0;50.0;;;;;;;
AMELIA;GIANFERMO FILIPPO;1-Individuale;VIA I MAGGIO;11/A;2-resto del capoluogo;0.0;25.0;25.0;;;;;;;
AMELIA;GILI CRISTINA;1-Individuale;VIA RIMEMBRANZE;101.0;2-resto del capoluogo;0.0;58.0;58.0;;;;;;;
AMELIA;GIOIELLERIA CHIAPPAFREDDO  S.A.S.;3-s.a.s.;VIA DELLA REPUBBLICA;27/29;1-centro storico;0.0;50.0;50.0;;;;;;;
AMELIA;GIONTELLA IVANA S.R.L.;4-s.r.l.;VIA DELLA REPUBBLICA;84.0;1-centro storico;0.0;50.0;50.0;;;;;;;
AMELIA;GIULIANI  SAMUELA  PIZZA & CO. S.N.C.;2-s.n.c.;VIA RIMEMBRANZE;93/95;2-resto del capoluogo;5.0;0.0;5.0;;;;;;;
AMELIA;GIULIANI STEFANO S.N.C.;2-s.n.c.;VIA ROMA;48.0;2-resto del capoluogo;28.0;0.0;28.0;;;;;;;
AMELIA;GRILLI  TAMARA;1-Individuale;VIA I MAGGIO;37.0;2-resto del capoluogo;0.0;44.0;44.0;;;;;;;
AMELIA;GRILLI PAOLA;1-Individuale;VIA DELLA REPUBBLICA;64.0;1-centro storico;0.0;50.0;50.0;;;;;;;
AMELIA;GRISCI  BARBARA S.N.C.;2-s.n.c.;VIA I MAGGIO;16.0;2-resto del capoluogo;0.0;51.0;51.0;;;;;;;
AMELIA;GUBBIOTTI GIUSEPPA;1-Individuale;VIA DELLA REPUBBLICA;20.0;1-centro storico;0.0;30.0;30.0;;;;;;;
AMELIA;GUERRINI MARIA PIA;1-Individuale;VIA RIMEMBRANZE;49.0;2-resto del capoluogo;0.0;245.0;245.0;;;;;;;
AMELIA;HUANG LIFA;1-Individuale;VIA EUROPA;115/117/119;2-resto del capoluogo;0.0;110.0;110.0;;;;;;;
AMELIA;IACOVACCI MAURO;1-Individuale;VIA JOIGNY;17/19;2-resto del capoluogo;39.0;0.0;39.0;;;;;;;
AMELIA;IAPADRE FIORELLA;1-Individuale;VIA DELLA REPUBBLICA;62.0;1-centro storico;0.0;74.0;74.0;;;;;;;
AMELIA;IDEA PROFUMI SNC DI CONTI FABIO & C. S.N.C.;2-s.n.c.;VIA EUROPA;125.0;2-resto del capoluogo;0.0;250.0;250.0;;;;;;;
AMELIA;IDRO-SANITARIA DI SGRIGNA CARLO & C. S.N.C.;2-s.n.c.;VIA I MAGGIO;127-129;2-resto del capoluogo;0.0;62.0;62.0;;;;;;;
AMELIA;IDROVATT  DI MENICHINI MASSIMILIANO S.N.C.;2-s.n.c.;VIA NOCICCHIA;28.0;2-resto del capoluogo;0.0;44.0;44.0;;;;;;;
AMELIA;LISCIARELLI FEDERICA;1-Individuale;VIA RIMEMBRANZE;99.0;2-resto del capoluogo;0.0;32.0;32.0;;;;;;;
AMELIA;LISCIARELLI GIULIANA;1-Individuale;VIA EUROPA;60/A;2-resto del capoluogo;0.0;6.0;6.0;1.0;;;;;;
AMELIA;LO GIUDICE GIUSEPPE;1-Individuale;VIA ROMA;53.0;2-resto del capoluogo;0.0;150.0;150.0;;;;;;;
AMELIA;L'ORCHIDEA DI ROMPIETTI GRAZIA & C. S.A.S.;3-s.a.s.;VIA DELLA REPUBBLICA;13/B;1-centro storico;0.0;20.0;20.0;;;;;;;
AMELIA;LORENZONI TATIANA;3-s.a.s.;VIA DEL COLLE;21.0;1-centro storico;0.0;14.0;14.0;;;;;;;
AMELIA;LUCHETTA   MAURIZIO;1-Individuale;VIA PIAVE;2.0;3-resto del territorio;0.0;21.0;21.0;;;;;;;
AMELIA;MAP ARCHITETTURA D'INTERNI S.R.L.;4-s.r.l.;VIA G.F. PERINI;55.0;2-resto del capoluogo;0.0;150.0;150.0;;;;;;;
AMELIA;MARAGA MARIA CHIARA;1-Individuale;VIA EUROPA;46.0;2-resto del capoluogo;0.0;41.0;41.0;;;;;;;
AMELIA;MARCONE ALIMENTARI S.N.C.;2-s.n.c.;STR. AMERINA;135/136;3-resto del territorio;83.0;0.0;83.0;;;;;;;
AMELIA;MARIANI SIMONE;1-Individuale;VIA  ROMA;34.0;2-resto del capoluogo;0.0;30.0;30.0;;;;;;;
AMELIA;MARIMEX  SRL MARI PIETRO S.R.L.;4-s.r.l.;VIA TORRI;9/A;2-resto del capoluogo;0.0;175.0;175.0;;;;;;;
AMELIA;MECARELLI   CAROLINE MARIE;1-Individuale;VIA I MAGGIO;224.0;2-resto del capoluogo;0.0;4.0;4.0;;;;;;;
AMELIA;MICHETTI ITALIA;1-Individuale;STR. AMERINA;132/A;3-resto del territorio;0.0;44.0;44.0;;;;;;;
AMELIA;MILIACCA  ANNA;1-Individuale;VIA RIMEMBRANZE;29.0;2-resto del capoluogo;0.0;63.0;63.0;;;;;;;
AMELIA;MONTENERO - PAGLIARICCI  FRANCO S.R.L.;4-s.r.l.;STR MONTENERO;115.0;2-resto del capoluogo;0.0;30.0;30.0;;;;;;;
AMELIA;MORELLI EMANUELA;1-Individuale;VIA EUROPA;135/E;2-resto del capoluogo;0.0;135.0;135.0;;;;;;;
AMELIA;NARDUCCI   ANTONIETTA;1-Individuale;STR. CASTEL DELL'AQUILA;49/A;3-resto del territorio;19.0;0.0;19.0;;;;;;;
AMELIA;NARDUCCI  MATTEO;1-Individuale;STR. CASTEL DELL'AQUILA;47.0;3-resto del territorio;0.0;8.0;8.0;;;;;;;
AMELIA;NATALINI LUCA;1-Individuale;PIAZZA XXI SETTEMBRE;15.0;2-resto del capoluogo;0.0;45.0;45.0;;;;;;;
AMELIA;NDK S.R.L.;4-s.r.l.;VIA I MAGGIO;SNC;2-resto del capoluogo;0.0;167.0;167.0;;;;;;;
AMELIA;NICOLUCCI  FEDERICO PRAGMA S.R.L.;4-s.r.l.;VIA RIMEMBRANZE;26.0;2-resto del capoluogo;0.0;100.0;100.0;;;;;;;
AMELIA;NICOLUCCI MARCO;1-Individuale;PIAZZA CANSACCHI;1/A;1-centro storico;0.0;64.0;64.0;;;;;;;
AMELIA;NOVECENTO  DI CALVANESE CARLO S.R.L.;4-s.r.l.;LOC. TABACCHI;137.0;3-resto del territorio;0.0;250.0;250.0;;;;;;;
AMELIA;NUCLEO GIANCARLO;1-Individuale;VIA FIUME;40.0;3-resto del territorio;124.0;0.0;124.0;;;;;;;
AMELIA;NULLI  CAPOCCI  PAOLA;1-Individuale;VIA EUROPA;35.0;2-resto del capoluogo;0.0;2.0;2.0;;;;;;;
AMELIA;OFFICINA MECCANICA F.LLI CANNETTO & C. S.N.C.;2-s.n.c.;STR. AMERINA;55A;2-resto del capoluogo;0.0;190.0;190.0;;;;;;;
AMELIA;OTTAVIANI   FABIO;1-Individuale;VIA  NOCICCHIA;54.0;2-resto del capoluogo;0.0;80.0;80.0;;;;;;;
AMELIA;P.M PARATI DI MOSCATELLI ELISA & C. S.N.C.;2-s.n.c.;VIA EUROPA;122.0;2-resto del capoluogo;76.0;0.0;76.0;;;;;;;
AMELIA;PALOMBO  MASSIMILIANO;1-Individuale;VIA RIMEMBRANZE;75.0;2-resto del capoluogo;12.0;38.0;50.0;;;;;;;
AMELIA;PANIFICIO DUE A DUE P DI CARLOPPI M.LAURA;1-Individuale;VIA I MAGGIO;155.0;2-resto del capoluogo;31.0;104.0;135.0;;;;;;;
AMELIA;PANIFICIO PASTICCERIA DI CICOGNA S.N.C.;2-s.n.c.;VOC. STIBI;SNC;3-resto del territorio;20.0;0.0;20.0;;;;;;;
AMELIA;PANIFICIO PIETRANGELI GIOVANNI & C. S.N.C.;2-s.n.c.;VIA RIMEMBRANZE;23/27;2-resto del capoluogo;30.0;0.0;30.0;;;;;;;
AMELIA;PANTALEONI   FLORISA;1-Individuale;VOC. STIBI;SNC;2-resto del capoluogo;0.0;30.0;30.0;;;;;;;
AMELIA;PAOLUCCI MARIO & C. S.N.C.;2-s.n.c.;VIA RIMEMBRANZE;155.0;2-resto del capoluogo;0.0;350.0;350.0;09-Edilizia;;;;;;
AMELIA;PAPA MARIA ROSARIA;1-Individuale;VIA EUROPA;42/44/46;2-resto del capoluogo;0.0;79.0;79.0;;;;;;;
AMELIA;PATACCHIA MARIA PIA;1-Individuale;VIA DELLA REPUBBLICA;118.0;1-centro storico;0.0;9.0;9.0;;;;;;;
AMELIA;PEDINELLI MARIA ELISABETTA;1-Individuale;VIA I MAGGIO;93.0;2-resto del capoluogo;0.0;37.0;37.0;;;;;;;
AMELIA;PENCHINI   ELISABETTA;1-Individuale;STRADA CECANIBBIO;8.0;2-resto del capoluogo;40.0;0.0;40.0;;;;;;;
AMELIA;PER-EDIL S.R.L.;4-s.r.l.;VIA EUROPA;1.0;2-resto del capoluogo;0.0;500.0;500.0;09-Edilizia;;;;;;
AMELIA;PERNAZZA GIULIANA;1-Individuale;VIA DELLA REPUBBLICA;49/51;1-centro storico;0.0;71.0;71.0;;;;;;;
AMELIA;PERNAZZA ROSA;1-Individuale;PIAZZA XXI SETTEMBRE;8.0;2-resto del capoluogo;0.0;38.0;38.0;;;;;;;
AMELIA;PEROTTI  LIDIO  CONF. LIDIO  S.N.C.;2-s.n.c.;VIA  EUROPA;115.0;2-resto del capoluogo;0.0;298.0;298.0;02-Abbigliamento;;;;;;
AMELIA;PEROTTI ASCENZINA;1-Individuale;VIA DELLA REPUBBLICA;58.0;1-centro storico;30.0;0.0;30.0;;;;;;;
AMELIA;PEROTTI CARLO;1-Individuale;VIA EUROPA;35/F;2-resto del capoluogo;0.0;161.0;161.0;;;;;;;
AMELIA;PEROTTI CARLO;1-Individuale;VIA EUROPA;35/C;2-resto del capoluogo;0.0;250.0;250.0;;;;;;;
AMELIA;PERUZZI MORENO S.N.C.;2-s.n.c.;P.ZZA 3 NOVEMBRE;11.0;3-resto del territorio;80.0;0.0;80.0;;;;;;;
AMELIA;PETTOROSSI  FRANCESCA;1-Individuale;STR. AMERINA;155.0;3-resto del territorio;0.0;68.0;68.0;1.0;;;;;;
AMELIA;PIAZZA AFFARI  S.R.L.;4-s.r.l.;VIA ROMA;SNC;2-resto del capoluogo;0.0;147.0;147.0;;;;;;;
AMELIA;PICIUCCHI ANGELO;1-Individuale;VIA 5 FONTI;3.0;2-resto del capoluogo;0.0;144.0;144.0;;;;;;;
AMELIA;PIERSANTI SANDRO;1-Individuale;VIA I MAGGIO;183.0;2-resto del capoluogo;0.0;15.0;15.0;;;;;;;
AMELIA;PINZAGLIA ADUO & C. S.N.C.;2-s.n.c.;VIA DEL FERRO;2.0;3-resto del territorio;0.0;103.0;103.0;;;;;;;
AMELIA;PINZAGLIA FABIO;1-Individuale;VOC. STIBI;SNC;2-resto del capoluogo;0.0;121.0;121.0;;;;;;;
AMELIA;PIZZERIA ZIO ZEB CELI CINZIA S.A.S.;3-s.a.s.;VIA  ROMA;23.0;2-resto del capoluogo;7.0;0.0;7.0;;;;;;;
AMELIA;PLOS  MASSIMILIANO;1-Individuale;VIA  ROMA;34.0;2-resto del capoluogo;0.0;62.0;62.0;;;;;;;
AMELIA;POLIDORI ROMANELLI MARIA RITA;1-Individuale;VIA EUROPA;50.0;2-resto del capoluogo;0.0;40.0;40.0;;;;;;;
AMELIA;POLIMADEI BARBARA;1-Individuale;VIA DELLA REPUBBLICA;4.0;1-centro storico;0.0;28.0;28.0;;;;;;;
AMELIA;POLIMADEI PATRIZIA;1-Individuale;VIA ORVIETO;1.0;2-resto del capoluogo;25.0;0.0;25.0;;;;;;;
AMELIA;PORCACCHIA  NICOLETTA;1-Individuale;VIA  NOCICCHIA;32/B;2-resto del capoluogo;0.0;130.0;130.0;;;;;;;
AMELIA;POSATI BRUNA;1-Individuale;VIA ROMA;191.0;2-resto del capoluogo;0.0;2.0;2.0;;;;;;;
AMELIA;POSATI MARCO;1-Individuale;VIA ROMA;SNC;2-resto del capoluogo;0.0;118.0;118.0;;;;;;;
AMELIA;PROIETTI ANNA;1-Individuale;VIA  RIMEMBRANZE;36.0;2-resto del capoluogo;0.0;27.0;27.0;;;;;;;
AMELIA;PROIETTI ARNALDO;1-Individuale;VIA TUDERTE;9.0;2-resto del capoluogo;0.0;10.0;10.0;;;;;;;
AMELIA;PROIETTI CLAUDIA E TOMASSINI S.N.C.;2-s.n.c.;VIA RIMEMBRANZE;55-65;2-resto del capoluogo;280.0;0.0;280.0;01-Alimentare;;;;;;
AMELIA;PROIETTI SILVANA;1-Individuale;VIA DELLA REPUBBLICA;14.0;1-centro storico;0.0;12.0;12.0;;;;;;;
AMELIA;PROSPERI PAOLO S.N.C.;2-s.n.c.;VIA I MAGGIO;SNC;2-resto del capoluogo;0.0;35.0;35.0;;;;;;;
AMELIA;QUADRACCIA   GIANLUCA;1-Individuale;VIA DELLA REPUBBLICA;137/139;1-centro storico;32.0;16.0;48.0;;;;;;;
AMELIA;QUADRACCIA ALESSANDRO;1-Individuale;VIA I MAGGIO;202.0;2-resto del capoluogo;0.0;20.0;20.0;;;;;;;
AMELIA;QUADRACCIA FRANCA;1-Individuale;VIA DELLA REPUBBLICA;120.0;1-centro storico;0.0;30.0;30.0;;;;;;;
AMELIA;RINALDI  FEDERICO;1-Individuale;VIA RIMEMBRANZE;SNC;2-resto del capoluogo;0.0;5.0;5.0;;;;;;;
AMELIA;RINALDI BEATRICE;1-Individuale;VIA OLOF PALME;5.0;2-resto del capoluogo;0.0;150.0;150.0;;;;;;;
AMELIA;RITRATTI DI GALLETTI MASSIMO S.N.C.;2-s.n.c.;VIA ORTANA;20.0;2-resto del capoluogo;0.0;3.0;3.0;;;;;;;
AMELIA;ROMANI  CATIA;1-Individuale;VIA  RIMEMBRANZE;18.0;2-resto del capoluogo;50.0;0.0;50.0;;;;;;;
AMELIA;ROSATI VALENTINA S.R.L.;4-s.r.l.;VIA RIMEMBRANZE;8.0;2-resto del capoluogo;0.0;100.0;100.0;;;;;;;
AMELIA;ROSSI CALZATURE SNC DI ROSSI PAOLA & C S.N.C.;2-s.n.c.;VIA DELLA REPUBBLICA;22.0;1-centro storico;0.0;18.0;18.0;;;;;;;
AMELIA;ROSSI LUCIANO;1-Individuale;VIA DELLA REPUBBLICA;25.0;1-centro storico;21.0;2.0;23.0;;;;;;;
AMELIA;SABATINI   RANIERO;1-Individuale;STRADA DELLE ROTE;1.0;3-resto del territorio;15.0;20.0;35.0;;;;;;;
AMELIA;SALTIMBANCO GRAZIELLA;1-Individuale;VIA CARLO ALBERTO;11.0;3-resto del territorio;19.0;0.0;19.0;;;;;;;
AMELIA;SALVATERRA ANNA MARIA;1-Individuale;VIA DELLA REPUBBLICA;5.0;1-centro storico;0.0;68.0;68.0;;;;;;;
AMELIA;SCIARRINI MARIO;1-Individuale;VIA RIMEMBRANZE;38.0;2-resto del capoluogo;62.0;0.0;62.0;;;;;;;
AMELIA;SCILOFFI -MIZZELLA DI NARDOCCI F. & C. S.N.C.;2-s.n.c.;VIA RIMEMBRANZE;121.0;2-resto del capoluogo;0.0;65.0;65.0;;;;;;;
AMELIA;SGRIGNA GIORGIO & C. S.A.S.;3-s.a.s.;VIA NOCICCHIA;SNC;2-resto del capoluogo;0.0;157.0;157.0;;;;;;;
AMELIA;SILVESTRELLI ANDREA;1-Individuale;VIA ORVIETO;47.0;3-resto del territorio;0.0;32.0;32.0;;;;;;;
AMELIA;STELLA DANIELA;1-Individuale;VIA I MAGGIO;34.0;2-resto del capoluogo;0.0;29.0;29.0;;;;;;;
AMELIA;SUADONI FRANCESCO & C. S.N.C.;2-s.n.c.;VIA RIMEMBRANZE;82.0;2-resto del capoluogo;30.0;0.0;30.0;;;;;;;
AMELIA;SUADONI ROBERTO;1-Individuale;VIA ROMA;15.0;2-resto del capoluogo;0.0;12.0;12.0;;;;;;;
AMELIA;SUCCHIARELLI BRUNO;1-Individuale;VIA ORVIETO;15.0;2-resto del capoluogo;0.0;60.0;60.0;;;;;;;
AMELIA;TABACCHERIA PAGLIARI PIETRO;1-Individuale;VIA LIBERTA;SNC;3-resto del territorio;0.0;16.0;16.0;;;;;;;
AMELIA;TECNOGRAPH DI SANTINI E PICCHIO S.N.C.;2-s.n.c.;VIA RIMEMBRANZE;41.0;2-resto del capoluogo;0.0;127.0;127.0;;;;;;;
AMELIA;TECNOGRAPH SNC SANTINI   AUGUSTO;2-s.n.c.;VIA RIMEMBRANZE;41.0;2-resto del capoluogo;0.0;25.0;25.0;;;;;;;
AMELIA;TESTARELLA MARA;1-Individuale;VIA LIBERTA';34.0;3-resto del territorio;20.0;0.0;20.0;;;;;;;
AMELIA;TOMASSORRI   MAURIZIO;1-Individuale;VIA EUROPA;60.0;2-resto del capoluogo;0.0;40.0;40.0;;;;;;;
AMELIA;UNICOOP TIRRENO SOC,COOP.;6-cooperativa;VIA I MAGGIO;224/M;2-resto del capoluogo;850.0;0.0;850.0;01-Alimentare;;;;;;
AMELIA;VANNOZZI  FAUSTO;1-Individuale;VIA A. SILVESTRI;4.0;1-centro storico;0.0;60.0;60.0;;;;;;;
AMELIA;VARAZI SABINA;1-Individuale;VIA SINOPOLI;1.0;3-resto del territorio;0.0;97.0;97.0;;;;;;;
AMELIA;VIGNANDEL  FRANCESCA;1-Individuale;VIA STYLIDA;5.0;2-resto del capoluogo;0.0;16.0;16.0;;;;;;;
AMELIA;VIGNANDEL  FRANCESCA;1-Individuale;VIA I MAGGIO;210.0;2-resto del capoluogo;0.0;32.0;32.0;;;;;;;
AMELIA;VITTO GIACOMO;1-Individuale;VIA DELLA REPUBBLICA;45.0;1-centro storico;19.0;0.0;19.0;;;;;;;
AMELIA;VOX FRANCESCO;1-Individuale;STR. CASTEL DELL'AQUILA;37.0;3-resto del territorio;0.0;40.0;40.0;;;;;;;
AMELIA;ZIRI   TIZIANO S.A.S.;3-s.a.s.;VIA  ORVIETO;14.0;3-resto del territorio;10.0;0.0;10.0;;;;;;;
AMELIA;ZIRI RANIERO  S.R.L.;4-s.r.l.;VIA EUROPA;35/A;2-resto del capoluogo;0.0;28.0;28.0;;;;;;;
ARRONE;A3 CAR S.R.L.;4-s.r.l.;VOCABOLO ISOLA;14;3-resto del territorio;0.0;205.0;205.0;;;;;;;
ARRONE;AMICI FELICE;1-Individuale;VIA DELLE RIMEMBRANZE;67;2-resto del capoluogo;0.0;201.0;201.0;;;;;;;
ARRONE;ANGELICI ADRIANA;1-Individuale;VIA MATTEOTTI;04-giu;2-resto del capoluogo;0.0;25.0;25.0;;;;;;;
ARRONE;ARCANGELI  ALESSIO;1-Individuale;VIA MADONNA DELLE GRAZIE;2;2-resto del capoluogo;0.0;33.0;33.0;;;;;;;
ARRONE;ARGENTI GINO;1-Individuale;PIAZZA GARIBALDI;25/26/27;1-centro storico;0.0;91.0;91.0;;;;;;;
ARRONE;AURILIA MARIA PIA;1-Individuale;PIAZZA GARIBALDI;4;1-centro storico;0.0;19.0;19.0;1.0;;;;;;
ARRONE;BARTOLINI EMILIO & C. S.N.C..;2-s.n.c.;VIA DELLA GROTTA;18;2-resto del capoluogo;66.0;0.0;66.0;;;;;;;
ARRONE;BARTOLOZZI GIANCARLO;1-Individuale;S.S. VALNERINA;Km 10,72;3-resto del territorio;0.0;8.0;8.0;;;;;;;
ARRONE;CATTANI LIBERO;1-Individuale;VIA ROMA;11;2-resto del capoluogo;20.0;0.0;20.0;;;;;;;
ARRONE;CE.VAN.S.R.L;4-s.r.l.;VOCABOLO ISOLA;39;3-resto del territorio;0.0;30.0;30.0;;;;;;;
ARRONE;CERASA LOREDANA;1-Individuale;VIA CARLO ALBERTO DALLA CHIESA;3;2-resto del capoluogo;0.0;5.0;5.0;;;;;;;
ARRONE;CRUCIANI SIMONA;1-Individuale;PIAZZA GARIBALDI;21;1-centro storico;0.0;18.0;18.0;;;;;;;
ARRONE;DE ANGELIS ANCHISE;1-Individuale;VIA DEL COLLE;1;3-resto del territorio;23.0;0.0;23.0;;;;;;;
ARRONE;DI GIULI MARIA LUISA;1-Individuale;FRAZIONE CASTIGLIONI;74;3-resto del territorio;26.0;0.0;26.0;;;;;;;
ARRONE;DI PATRIZI NATASCIA;1-Individuale;PIAZZA GARIBALDI;36-37;1-centro storico;0.0;42.0;42.0;;;;;;;
ARRONE;FELICI MICHELA;1-Individuale;VIA DELLE RIMEMBRANZE;93;2-resto del capoluogo;180.0;0.0;180.0;;;;;;;
ARRONE;FRATTESI MARCELLO;1-Individuale;PIAZZA GARIBALDI;22;1-centro storico;0.0;16.0;16.0;;;;;;;
ARRONE;LUNA S.A.S:  DI PATRIZI NATASCIA;3-s.a.s.;VIA MATTEOTTI;2;2-resto del capoluogo;0.0;59.0;59.0;;;;;;;
ARRONE;MILLESIMI TERZA;1-Individuale;VIA MARCONI;87;2-resto del capoluogo;215.0;20.0;235.0;;;;;;;
ARRONE;MIO MARKET DI MANNI MONICA;1-Individuale;PIAZZA GARIBALDI;12;1-centro storico;70.0;8.0;78.0;;;;;;;
ARRONE;MORICONI ANNA;1-Individuale;VIA DELLE RIMEMBRANZE;33.33A33B;2-resto del capoluogo;0.0;33.0;33.0;;;;;;;
